,name,address,icon,userComment,tags
592,Yummy Thai,"42 Rue de Ménilmontant, 75020 Paris, France",restaurant,Thaïlandais 🇹🇭,💸#Asiat#Validé ✅#RIP (Fermé definitivement)
593,Princesse Café,32 Rue Bichat Paris 75010,restaurant,,💸💸#Brunch#Validé ✅#TheFork 🍴
594,Babka Zana,"65 Rue Condorcet, 75009 Paris, France",restaurant,,💸#Pâtisseries#Validé ✅
595,Les Freres Chapelier,32 Rue de Bayard 31000 Toulouse France,supermarket,,💸#Boulangerie 🥖#Validé ✅#Bio 👨‍🌾
596,EL CHIVITO IBERICO,"63 Rue Pargaminières, 31000 Toulouse, France",restaurant,,💸💸#Hispanique#Validé ✅
597,Prima Lova,"1 Place de la Bourse, 31000 Toulouse, France",restaurant,,💸💸#Pizza 🍕#Validé ✅
598,Orto Italian Streetfood,6 Rue Peyras 31000 Toulouse France,fastfood,,💸💸#Sandwich 🥪#Validé ✅
599,Les Toulous'Hein,71 Rue de la Pomme 31000 Toulouse France,fastfood,,💸💸#Burger 🍔🍟#Validé ✅
600,Pizzeria D'Alexis,12 Rue de la République 31300 Toulouse France,restaurant,,💸💸#Pizza 🍕#Validé ✅
601,Bouche B,36 Rue des Filatiers 31000 Toulouse France,fastfood,,💸#Burger 🍔🍟#Validé ✅
602,Antica Salumeria,1 Rue des Arts 31000 Toulouse France,restaurant,,💸💸#Epicierie Fine#Italien 🇮🇹#Validé ✅
603,Les Biscuits de Mr Laurent (PAU),"1 Rue Bordenave d'Abere, 64000 Pau, France",shopping,,💸#Cookie 🍪#Validé ✅
604,Quoi the,13 Rue du Mirail 33000 Bordeaux France,generic,,💸#Validé ✅#Bubble Tea
605,Boulangerie Louis Lamour,"Hôtel de Ville - Quinconces, 33000 Bordeaux, France",restaurant,,💸#Boulangerie 🥖#Validé ✅
606,La Maison Darricau,7BIS Rue de la Vieille Tour 33000 Bordeaux France,supermarket,,💸💸#Chocolaterie 🍫#Validé ✅
607,Møna,"20 Rue de la Vieille Tour 18 et, 33000 Bordeaux, France",cafe,,💸💸#Salon de thé 🍵#Validé ✅
608,Dunes Blanches chez Pascal,"7 Rue de la Vieille Tour, 33000 Bordeaux, France",restaurant,,💸#Pâtisseries#Validé ✅
609,Baillardran - Rue des 3 Conils,"41 Rue des Trois-Conils, 33000 Bordeaux, France",restaurant,,💸💸#Pâtisseries#Validé ✅
610,Sambrosa,18 Rue Saint-Siméon 33000 Bordeaux France,generic,Quel délice les quesadillas 😋🤤 !,💸💸#Hispanique#Validé ✅
611,Sweet Pepper - épicerie fine,"10 Rue des Ayres, 33000 Bordeaux, France",shopping,Sauces piquantes ,💸💸#Epicierie Fine#Validé ✅
612,Au Petit Paradis,"31 Avenue Étienne Billières, 31300 Toulouse",generic,,💸#Boulangerie 🥖#Validé ✅
613,POGGETTI - Pizzeria e Cucina Italiana,"32 Rue Gaspard Philippe, 33800 Bordeaux, France",restaurant,,💸💸#Pizza 🍕#Validé ✅
614,Patisserie S.,"8 Cours d'Alsace et Lorraine, 33000 Bordeaux",generic,,💸#Pâtisseries#Validé ✅
615,Le Refectoire,31 Rue du Château d'Eau Paris France,fastfood,,Traiteur#💸💸#À faire
616,Kokomo Cantine,"9 Place Fernand Lafargue, 33000 Bordeaux, France",restaurant,,💸💸#Burger 🍔🍟#Validé ✅
617,Pic/Nic,28 Rue de L'Échiquier Paris France,restaurant,Coréen ,💸#Asiat#Validé ✅
618,Urfa Durum,56 Rue du Faubourg Saint-Denis Paris France,fastfood,,💸#Viande#Validé ✅
619,Julhès Paris,54 Rue du Faubourg Saint-Denis 75010 Paris,shopping,,💸💸#Boulangerie 🥖#Epicierie Fine#Validé ✅
620,Dumpling Queen,"22 Rue de l'Échiquier, 75010 Paris France",generic,,💸#Asiat#Validé ✅
621,La Droguerie,"47 Rue du Faubourg Saint-Denis, 75010 Paris",generic,,💸#Crêperie#Validé ✅
622,MaMi,44 Rue du Faubourg du Temple Paris 75011,restaurant,,💸#Sandwich 🥪#Pâtisseries#Validé ✅
623,Kozy Lafayette,"46 Rue la Fayette, 75009 Paris, France",restaurant,,💸💸#Brunch#Café#Validé ✅
624,Aux Péchés Normands,"9 Rue du Faubourg du Temple, 75010 Paris, France",restaurant,Les niflettes 😋,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
625,Crème Brussels,"Rue de Rollebeek 30, 1000 Bruxelles, Belgique",restaurant,,💸💸#Brunch#À faire
626,Berlin Fabrik,"Place de la Chapelle 17, 1000 Bruxelles, Belgique",restaurant,,🍴 inconnu#Burger 🍔🍟#À faire
627,coco donuts,"Rue Sainte-Anne 36, 1000 Bruxelles, Belgique",donuts,,💸#À faire#Pâtisseries
628,L'atelier en Ville,"Rue Haute 64, 1000 Bruxelles, Belgium",cafe,,🍴 inconnu#À faire
629,Tich,"Rue de Namur 25, 1000 Bruxelles, Belgique",restaurant,,🍴 inconnu#À faire
630,Nénu,"Rue Dejoncker 21, 1060 Saint-Gilles, Belgique",restaurant,,🍴 inconnu#À faire
631,Fika Coffee,Rue de la Paix 17 1050 Ixelles Belgium,restaurant,,🍴 inconnu#À faire
632,Chyl,Belle-VueStraat Brussels Belgium,restaurant,,🍴 inconnu#À faire
633,Ici,"1050, Rue Darwin 35, 1050 Ixelles, Belgique",restaurant,,🍴 inconnu#À faire
634,Les Super Filles du Tram,"Rue Lesbroussart 22, 1050 Bruxelles, Belgique",restaurant,,🍴 inconnu#À faire
635,Restaurant Inzia,"Rue de la Paix 37, 1050 Ixelles, Belgique",restaurant,,🍴 inconnu#À faire
636,Boulangerie Charli,"Rue Sainte-Catherine 34, 1000 Bruxelles, Belgique",restaurant,,💸#Boulangerie 🥖#Validé ✅
637,Le Dillens,"Place Julien Dillens, 1060 Saint-Gilles, Belgique",cafe,,🍴 inconnu#À faire
638,8tea5 Brussels,Rue des Fripiers 17 Brussels Belgium,cafe,,🍴 inconnu#À faire
639,TERO,"Rue St.Bernard 1, 1060 Saint-Gilles, Belgique",restaurant,,🍴 inconnu#À faire
640,OLD BOY,"Rue de Tenbosch 110, 1050 Ixelles, Belgique",restaurant,,🍴 inconnu#À faire
641,Wolf Sharing Food Market,"Rue du Fossé aux Loups 50, 1000 Bruxelles, Belgique",restaurant,Beef Pan Toukoul 🇪🇹 ✅,💸💸#Validé ✅#Africain
642,Frit Flagey,"Place Eugène Flagey, 1050 Ixelles, Belgique",generic,,💸#🍟#Validé ✅
643,Renard Bakery,"Place Fernand Cocq 3, 1050 Ixelles, Belgique",restaurant,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
644,Grain Bakery,"Rue de l'Aqueduc 84, 1050 Ixelles, Belgique",restaurant,,💸#Boulangerie 🥖#Validé ✅
645,Manhattn's Burgers,"Rue Henri Maus 39, 1000 Bruxelles, Belgique",restaurant,,💸💸#Burger 🍔🍟#Validé ✅
646,PoZ Café,"Rue Defacqz 94, 1060 Saint-Gilles, Belgique",cafe,,💸💸#Brunch#Café#Validé ✅
647,Chalet Robinson,"Sentier de l'Embarcadère 1, 1000 Bruxelles, Belgique",restaurant,Le meilleur brunch que j’ai fait jusqu’à présent. En plus de la bonne nourriture l’environnement autour de l’établissement est magnifique.,💸💸#Brunch#Validé ✅
648,Le Kalu Ethnic Food,"83 rue de l'église Saint-Gilles, 1060 Brussel, Belgique",restaurant,,💸💸#Africain#Poulet 🐔#Validé ✅
649,Tough cookie,"Rue Berthelot 108, 1190 Forest Belgique",donuts,Dans le top des meilleurs cookies que j’ai mangé. (Uniquement sur commande internet pour le moment),💸#Validé ✅#Cookie 🍪
650,Kafei,"Chau. de Vleurgat 147, 1000 Bruxelles, Belgique",restaurant,,💸💸#Café#À faire
651,Rambo,Washingtonstraat 1050 Elsene Belgium,generic,,💸💸#Burger 🍔🍟#À faire
652,Kicoucou,"Rue de la Creche 17, 1050 Ixelles",restaurant,,💸💸#Burger 🍔🍟#À faire
653,Hashtag Chicken & Waffles,"Plétinckxstraat 55, 1000 Bruxelles",generic,,💸💸#Soul Food#Validé ✅
654,Bobbi Bao,Rue Henri Maus 25 1000 Brussels Belgium,restaurant,,💸#Asiat#À faire
655,Fritland,Henri Mausstraat 9 Brussels Belgium,restaurant,,💸#🍟#À faire
656,Neuhaus Chocolates,Grand Place 27 Brussel 1000,generic,,💸💸#Chocolaterie 🍫#Validé ✅
657,Elisabeth,"Rue au Beurre 43, 1000 Brussel, Belgique",shopping,,💸💸#Chocolaterie 🍫#Validé ✅
658,Restaurant MEERT,"27 Rue Esquermoise, 59000 Lille, France",restaurant,,💸💸#Pâtisseries#Chocolaterie 🍫#Validé ✅
659,Boulangerie-Pâtisserie Brier,"118 Rue Esquermoise, 59000 Lille, France",restaurant,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
660,Chouchou,"47 Rue d'Angleterre, 59800 Lille, France",generic,,💸💸#Pâtisseries#Validé ✅
661,Maison Maé,"17 Rue du Château d'Eau, 75010 Paris France",bakery,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
662,Dear Jane,"58 Rue Sainte-Anne, 75002 Paris, France",restaurant,,💸💸#Cookie 🍪#Validé ✅
663,"Juliane, pâtisseries naturelles","169 Rue Pierre Mauroy, 59800 Lille France",generic,,💸#Salon de thé 🍵#Validé ✅
664,Crackbuns,"Auguststraße 63 Mitte, 10117 Berlin Germany",fastfood,,💸#Burger 🍔🍟#Validé ✅
665,Bäckerei und Konditorei in der Sophienstraße,"Sophienstraße 30, 10178 Berlin, Allemagne",restaurant,,💸#Pâtisseries#Validé ✅
666,Die Stulle,"Carmerstraße 10, 10623 Berlin, Allemagne",restaurant,,💸#Café#Brunch#Validé ✅
667,goldies,"Oranienstraße 6, 10997 Berlin, Allemagne",restaurant,,💸💸#Burger 🍔🍟#Validé ✅
668,Burgermeister,"Skalitzer Str. 136, 10999 Berlin, Tyskland",restaurant,,💸#Burger 🍔🍟#Validé ✅
669,Zeit für Brot,"Alte Schönhauser Str. 4, 10119 Berlin, Germania",restaurant,,💸💸#Boulangerie 🥖#Validé ✅
670,Piri’s Chicken Burger,"Boddinstraße 61 Neukölln, 12053 Berlin Germany",fastfood,,💸💸#Burger 🍔🍟#Validé ✅
671,What do you fancy love Mitte,"Linienstraße 41, 10119 Berlin, Allemagne",cafe,,💸💸#Café#Brunch#Validé ✅
672,Mustafa's Gemuese Kebab,"MehringDamm 32 Kreuzberg, 10961 Berlin Germany",fastfood,,💸#Grec 🥙#Validé ✅
673,Round & Edgy,"Rochstraße 3, Mitte, 10178 Berlin",donuts,,💸💸#Cookie 🍪#Validé ✅
674,Mubis Cookies,"Reichenberger Straße 176, Kreuzberg, 10999 Berlin",donuts,,💸💸#Cookie 🍪#Validé ✅
675,LINDNER,"Mall of berlin, Leipziger Platz 12, 10117 Berlin, Allemagne",shopping,,💸💸#Boulangerie 🥖#Validé ✅
676,KaDeWe,"TAUENTZIENSTRASSE, 21 - 24 - Third Floor</br>Berlin,Deutschland,10789, Kadewe, Berlin Berlin 10789",shopping,,💸💸💸#Epicierie Fine#Validé ✅#Grand Magasin 🛍
677,Blue Rooster,44 Boulevard Voltaire 75011 Paris France,civic,,💸💸#Soul Food#Validé ✅
678,Alban Guilmet,6 Rue Saint-Jean 14000 Caen France,restaurant,,💸#Chocolaterie 🍫#Validé ✅
679,Chicago Factory,16 Rue Henri Desgrange 75012 Paris France,generic,,💸#Burger 🍔🍟#Pâtes 🍝#Halal#Validé ✅
680,Ernest & Valentin,"225 Rue de Charenton, Paris 75012",restaurant,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
681,The french bastards,"61-55 Rue Oberkampf, 75011 Paris, Francia",restaurant,,💸💸#Boulangerie 🥖#Validé ✅
682,Cake Life Coffee,Rue Corbineau 75012 Paris France,restaurant,,💸#Café#Validé ✅#Salon de thé 🍵
683,WOW TEA,"16 Rue Saint-Augustin, 75002 Paris, France",shopping,,💸#Bubble Tea#Asiat#Validé ✅
684,B.O.U.L.O.M,"181 Rue Ordener, 75018 Paris, France",restaurant,,💸💸#Boulangerie 🥖#Restaurant#Validé ✅
685,HOMADE,"20 Rue Jacques Louvel-Tessier, 75010 Paris, France",restaurant,,💸💸#Brunch#Restaurant#Validé ✅
686,Sain Boulangerie,"13 Rue Alibert, 75010 Paris, France",restaurant,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
687,Carton Paris,"6 Bd de Denain, 75010 Paris, France",restaurant,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
688,The Hamburger Foundation,"Rue Philippe-Plantamour 37, 1201 Genève, Suisse",restaurant,,💸💸#Burger 🍔🍟#Validé ✅
689,C und M,"Almisgässli 1, 3818 Grindelwald, Suisse",restaurant,,💸💸#Café#Bar#Restaurant#Validé ✅
690,Favarger,Quai des Bergues 19 1201 Geneva Switzerland,shopping,,💸💸#Chocolaterie 🍫#Validé ✅
691,Anna Maria Dimiou,Rue du Mont-Blanc 20 1201 Geneva Switzerland,generic,,💸💸#Café#Validé ✅
692,La Boulangerie Des Grottes,"Rue des Grottes 5, 1201 Genève, Switzerland",restaurant,,💸#Boulangerie 🥖#Validé ✅
693,Restaurant Auberge de Savièse,"Rue des Pâquis 20, 1201 Genève, Suisse",restaurant,,💸💸#Restaurant#Validé ✅
694,Black Tap Craft Burger & Beer - OPENING SOON,"Cours de Rive 6, 1204 Genève, Suisse",restaurant,,💸💸#Burger 🍔🍟#Validé ✅
695,Au Saint Honoré S.A.,"Rue de Carouge 91, 1205 Genève, Suisse",cafe,,💸#Boulangerie 🥖#Validé ✅
696,Loeb department store Bern,"Spitalgasse 47-51, 3001 Bern, Suisse",shopping,,💸💸💸#Grand Magasin 🛍
697,MAJE GLOBUS GENEVE,"Rue du Rhône 48, 1024 Genève, Suisse",shopping,,💸💸💸#Grand Magasin 🛍
698,Bongénie,"Rue du Marché 34, 1204 Genève, Suisse",shopping,,💸💸💸#Grand Magasin 🛍
699,Manor,"Rue de Cornavin 6, 1211 Genève, Suisse",shopping,,💸💸💸#Grand Magasin 🛍
700,Hansel et Gretel,"107 Rue Colbert, 37000 Tours, France",cafe,Très bon pain perdu,💸#Café#Salon de thé 🍵#Validé ✅
701,L'Etape a Pates,"81 Rue Colbert, 37000 Tours, France",restaurant,,💸#Pâtes 🍝#Validé ✅
702,Sonny’s pizza,"5 Rue de la Fontaine au Roi, 75011 Paris, France",restaurant,,💸💸#Pizza 🍕#Validé ✅
703,Baby Love Burger,"63 Rue Saint-Maur, 75011 Paris, France",restaurant,,💸💸#Burger 🍔🍟#Validé ✅
704,AVEC,"1 Rue du Breil, 35000 Rennes, France",restaurant,Un des meilleurs burgers que j’ai mangé. Rapport qualité prix au top,💸#Restaurant#Burger 🍔🍟#Validé ✅
705,B’Kery,"16 Mail François Mitterrand, 35000 Rennes",generic,,💸💸#Boulangerie 🥖#Validé ✅
706,Le Fournil Vasselot,"13 Rue Vasselot, 35000 Rennes, France",restaurant,,💸#Boulangerie 🥖#Validé ✅
707,Sarrasin,"17 Rue Jules Simon, 35000 Rennes",generic,,💸💸#Crêperie#Validé ✅
708,Pâtisserie Hoffmann Porte Neuve,"18 Avenue de la Porte-Neuve, 2227 Luxembourg",restaurant,,💸💸#Boulangerie 🥖#Validé ✅
709,Kaale Kaffi,"1247, 9 Rue de la Boucherie, 1247 Luxembourg",cafe,,💸#Café#Validé ✅
710,Break - Villeurbanne,"10 Cours de la République, 69100 Villeurbanne, France",generic,,💸#Tacos 🇫🇷#Validé ✅
711,Cherryne and Pef's Bake Shop,"26 Rue Neuve, 69002 Lyon",generic,,💸#Cookie 🍪#Sandwich 🥪#Validé ✅
712,Blend Hamburger Charonne,15 Rue de Charonne Paris 75011,restaurant,,💸💸#Burger 🍔🍟#Validé ✅
713,Les Goûters de Karen,"2 Rue Maurice Bokanowski, 92600 Asnières-sur-Seine, France",generic,,💸#Cookie 🍪#Validé ✅
714,La Marmite Joyeuse,"33 Boulevard National, 13001 Marseille, France",restaurant,,💸#Restaurant#Validé ✅
715,Cookiss,"7 Rue Four du Chapitre, 13002 Marseille, France",donuts,,💸#Cookie 🍪#Validé ✅
716,Glacier Vanille Noire,"13 Rue Caisserie, 13002 Marseille, Frankreich",restaurant,👌,💸#Glaces 🍨🍦#Validé ✅
717,Petrin Couchette,"7 Cr Saint-Louis, 13001 Marseille, France",bakery,,💸#Boulangerie 🥖#Validé ✅
718,Frères Brioche - Opéra,"6 Rue Saint-Saëns, 13001 Marseille, France",restaurant,,💸💸#Sandwich 🥪#Validé ✅
719,Pastels World,"29 Rue d'Aubagne, 13001 Marseille, France",restaurant,,💸#Africain#Validé ✅
720,"Gigi, bouillon italien","13 Cr Julien, 13006 Marseille, France",restaurant,,💸💸#Italien 🇮🇹#Pâtes 🍝#Validé ✅
721,La Pépite,"145 Rue Sainte, 13008 Marseille, France",restaurant,,💸#Pâtisseries#Validé ✅#Bio 👨‍🌾
722,KO-ISHI,"25 Rue Sainte, 13001 Marseille, France",restaurant,,💸💸#Asiat#Validé ✅
723,Cornbread Marseille,"32 Rue des trois Mages, 13006 Marseille, France",restaurant,Bon restaurant avec bonne ambiance ,💸💸#Soul Food#Poulet 🐔#Validé ✅
724,UN MEXICAIN A MARSEILLE,"5 Place Paul Cézanne, 13006 Marseille, France",restaurant,,💸#Hispanique#Validé ✅
725,PAIN PAN ! Boulangerie de quartier,"29 Rue 3 Frères Barthélémy, 13006 Marseille, France",restaurant,,💸#Boulangerie 🥖#Bio/Vegan#Validé ✅
726,Sarl Healthy Food Syliflo,2 Place de la La Préfecture 13006 Marseille France,generic,,💸💸#Restaurant#Validé ✅
727,Boulangerie-Café Pain Salvator,"32 Boulevard Louis Salvator, 13006 Marseille, France",restaurant,,💸#Boulangerie 🥖#Validé ✅
728,restaurant mame diarra,"l'académie, 30 Rue de l'Académie, 13001 Marseille, France",restaurant,Jus de Bouye,💸#Africain#Restaurant#Validé ✅
729,Epicerie l'Ideal,"11 Rue d'Aubagne, 13001 Marseille, France",shopping,,Epicierie Fine#Traiteur#Validé ✅#💸💸
730,Aux Deux Fréres,"3 Rue des Commerçants, 83990 Saint-Tropez, France",restaurant,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
731,Sarl JU,96 Rue Général Allard 83990 Saint-Tropez France,generic,,💸💸#Sandwich 🥪#Validé ✅
732,La Tarte Tropézienne A Micka,"9 Boulevard Louis Blanc, 83990 Saint-Tropez, France",restaurant,,💸💸#Boulangerie 🥖#Pâtisseries#Validé ✅
733,DIOR Café,"13 Rue François Sibilli, Saint-Tropez 83990",cafe,,À faire#💸💸💸#Restaurant#Café
734,Maison Soulier Artisan Glacier,"Bd Georges Clemenceau, 13200 Arles, France",shopping,,💸#Boulangerie 🥖#Pâtisseries#Validé ✅
735,Le Bar à Pain,"18 Cours Joseph Thierry, 13001 Marseille, France",restaurant,,💸#Boulangerie 🥖
736,La Biscuiterie du Palais,"12 Boulevard Philippon, 13004 Marseille, France",generic,,💸💸#Biscuiterie
737,Farinette,"36 Rue Caisserie, 13002 Marseille, France",restaurant,,💸#Boulangerie 🥖
738,C’est Bon Restaurant méditérranéen végétarien,"11 Avenue du Maréchal Foch, 13004 Marseille, France",restaurant,,💸💸#Libanais 🇱🇧#Vege/Vegan 🌱
739,la BOULANGERIE,"51 Rue des Faures, 33000 Bordeaux, France",bakery,,💸#Boulangerie 🥖
740,JAQEN TUKI,"117 bis Cr Victor Hugo, 33000 Bordeaux, France",restaurant,,💸💸#Burger 🍔🍟#Poulet 🐔
741,Cassonade,"53 Rue Saint-James, 33000 Bordeaux, France",restaurant,,💸💸#Divers
742,BATCH,"61 Rue des Ayres, 33000 Bordeaux, France",restaurant,,💸💸#Cookie 🍪
743,Pepite cookie - Gambetta,Bordeaux 33000,restaurant,,💸💸#Cookie 🍪
744,Glacerie Dumas,9 Rue Ravez 33000 Bordeaux France,generic,,💸#Glaces 🍨🍦
745,65 Degres,1 Cours Pasteur 33000 Bordeaux France,generic,,💸💸#Sandwich 🥪#RIP (Fermé definitivement)
746,T65,"35 Avenue de la Corse, 13007 Marseille, France, 13007 Marseille, France",generic,,💸#Boulangerie 🥖
747,Boulangerie Patisserie Pan & Gatô,"6 Rue du Pré d'Avril, 74940 Annecy-le-Vieux, France",restaurant,,💸#Boulangerie 🥖
748,Aristide,5 Rue de la Gare 74000 Annecy France,generic,,💸#Boulangerie 🥖
749,Bältis Artisan Glacier,"27 Rue Saint-Antoine, 75004 Paris, France",restaurant,,💸#Glaces 🍨🍦#Libanais 🇱🇧
750,Atelier Létanduère,"15 Rue de Létanduère, 49000 Angers, France",restaurant,,💸#Boulangerie 🥖
751,Boulangerie Des Carmes,"21 Boulevard Henri Arnauld, 49100 Angers, France",restaurant,,💸#Boulangerie 🥖
752,Nina Cafe,6 Rue Jacques d'Aragon 34000 Montpellier France,generic,,💸💸#Brunch
753,La Meulerie - Fromagerie,"9 Grand Rue, 13002 Marseille, France",shopping,,💸#Fromage
754,Le Parpaing qui flotte,"3 Rue Goudard, 13005 Marseille, France",restaurant,Bistrot d’élite ,💸💸#Restaurant
755,Les Mains Libres,"117 Boulevard Chave, 13005 Marseille, France",bakery,,💸#Boulangerie 🥖
756,Alive,"Rue des Barques 2, 1207 Genève, Suisse",restaurant,,💸💸#Brunch#Healthy#Vege/Vegan 🌱
757,L'atelier 116,"116 Grand'Rue, 67000 Strasbourg, France",restaurant,,💸#Boulangerie 🥖
758,Tzatzi,"1 Rue de la Demi Lune, 67000 Strasbourg, France",restaurant,,💸💸#Libanais 🇱🇧
759,M I M,"113 Rue Marceau, 93100 Montreuil, France",generic,,Restaurant#💸💸#TheFork 🍴
760,MIJOTE,"72B Rue François Arago, 93100 Montreuil, France",restaurant,,💸💸#Asiat#RIP (Fermé definitivement)
761,UNION BOULANGERIE,"2 Rue Bleue, 75009 Paris, France",restaurant,,💸#Boulangerie 🥖
762,Pousses,14 Rue de Lagny 93100 Montreuil France,generic,,💸#Healthy#Vege/Vegan 🌱
763,UBUD,"1 bis Avenue de Paris, 94300 Vincennes, France",restaurant,,💸💸#Asiat
764,Noémie Giorno My Little Kitchen,"5 Rue Lejemptel, 94300 Vincennes, France",bakery,,💸💸#Pâtisseries
765,KALY,"47 bis Rue Jacques Hillairet, 75012 Paris, France",restaurant,,💸#Restaurant
766,BASIS,"79 Rue de Belleville, 75019 Paris, France",restaurant,,💸💸#Grec 🥙
767,Lorette boulangerie gourmande,"2 Rue de la Butte aux Cailles, 75013 Paris, France",restaurant,Bon sandwich au saumon,💸💸#Boulangerie 🥖
768,ARSENE Montreuil,"54 Rue Robespierre, 93100 Montreuil, France",restaurant,,💸💸#Restaurant
769,Physalis,"95 Rue de Fontenay, 94300 Vincennes, France",shopping,,Epicierie Fine#💸💸
770,Thai 116,116 Rue de Lagny 93100 Montreuil France,generic,,💸#Asiat#RIP (Fermé definitivement)
771,Dürüm & Brunch,"6 Av. de la République, 94300 Vincennes, France",restaurant,,Turque 🇹🇷#Viande
772,Metà e Metà Pizzeria,"51 Rue du Capitaine Dreyfus, 93100 Montreuil, France",restaurant,,💸💸#Pizza 🍕#TheFork 🍴
773,Les nouilles dansantes,"12 Rue Vignon, 75009 Paris, France",restaurant,Rapport qualité prix excellent ,💸💸#Asiat#TheFork 🍴
774,Gros Bao,"72 Quai de Jemmapes, Paris 75010",restaurant,,💸💸#Asiat
775,Alfi Nouvelle Tradition - Paris 16,"23 Rue des Sablons, 75116 Paris, France",restaurant,,💸💸#Viande
776,PUSH Smash Burgers - Saint Maur,"117 Rue Saint-Maur, 75011 Paris, France",restaurant,,💸💸#Burger 🍔🍟
777,Tigermilk Paris Sentier,"77 Rue d'Aboukir, 75002 Paris, France",restaurant,,💸💸#Hispanique
778,Homer Lobster - Vincennes,"13 Rue du Midi, 94300 Vincennes, France",restaurant,,💸💸#Poisson 🐟
779,Mayli's Resto & Co,"36 Rue Blondel, 75002 Paris, France",generic,Restaurant d’empanadas avec spécialités chiliennes 🇨🇱,💸💸#Hispanique#TheFork 🍴
780,Playa,"8 Rue Defrance, 94300 Vincennes, France, 94300 Vincennes, France",generic,,💸💸#Restaurant
781,AUX TIROIRS A COOKIES,"6 Rue Saint-Jacques, Lille 59800",restaurant,,💸💸#Cookie 🍪
782,Nani,"105 Rue de Paris, 93100 Montreuil, France, 93100 Montreuil, France",generic,Restaurant mauricien 🇲🇺,💸💸#Africain
783,Sénégalette,"38 Rue Poissonnière, 75002 Paris, France, 75002 Paris, France",generic,🇸🇳,💸💸#Africain#Crêperie#TheFork 🍴
784,Boulangerie Bopain,"127 Rue de Reuilly, 75012 Paris, France, 75012 Paris, France",generic,,💸#Boulangerie 🥖
785,Piou,"70 Rue Grignan, 13001 Marseille, France",supermarket,,💸💸#Epicierie Fine
786,Maythai,"32 Avenue de la République, 75011 Paris, France",restaurant,,💸💸#Asiat
787,Maison Marquet,"64 Rue Championnet, 75018 Paris, France",generic,,💸#Boulangerie 🥖
788,So.bio,"1 Chemin des Silos, 31100 Toulouse, France",supermarket,,💸💸#Bio 👨‍🌾
789,Sixta,"28 Rue de Bayard, 31000 Toulouse, France",restaurant,,💸💸#Brunch#Healthy#Vege/Vegan 🌱
790,La Brewlangerie,"306 Avenue de Muret, 31300 Toulouse, France",bakery,,💸#Boulangerie 🥖#Cookie 🍪
791,Au Péché Mignon La Maison De Ravel,"37 Rue du Languedoc, 31000 Toulouse, France",bakery,,💸💸#Boulangerie 🥖
792,Café Bong,"11 Rue de la Bourse, 31000 Toulouse, France",cafe,,💸💸#Asiat#Healthy
793,Troika Royale,"23 Rue des Filatiers, 31000 Toulouse, France",restaurant,🇷🇺🇬🇪,💸💸#Asiat#TheFork 🍴
794,Cookie Love,"84 Rue d'Aboukir, 75002 Paris, France",generic,,💸#Cookie 🍪
